Time,Temperature(F),Total Facility Power,Inbound(lbs),Onbound (lbs)
3/24/16 16:00,77.12,799.9970236,0,0
3/24/16 17:00,76.3,819.9819131,0,18461
3/24/16 18:00,75.4,804.2519925,0,0
3/24/16 19:00,73.37,816.3663803,0,0
3/24/16 20:00,71.43,826.4957364,0,0
3/24/16 21:00,69.47,843.5872681,0,0
3/24/16 22:00,67.54,865.8404925,0,0
3/24/16 23:00,67.4,852.7190644,0,0
3/25/16 0:00,66.26,846.2351886,0,0
3/25/16 1:00,65.22,835.9923678,0,0
3/25/16 2:00,64.43,836.7259092,0,0
3/25/16 3:00,64.22,829.819445,0,0
3/25/16 4:00,64.22,846.2832717,0,0
3/25/16 5:00,64.29,843.1594422,0,19250
3/25/16 6:00,64.29,825.2093503,0,0
3/25/16 7:00,64.36,891.6548044,155252,1800
3/25/16 8:00,64.36,823.0387975,103022,66921
3/25/16 9:00,66.34,873.0006114,78532,46553
3/25/16 10:00,69.2,895.1011653,103146,66606
3/25/16 11:00,71.95,878.8043542,31516,78460
3/25/16 12:00,71.32,883.4381378,38555,75791
3/25/16 13:00,73.27,905.3474269,8597,0
3/25/16 14:00,74.95,903.9195583,0,92550
3/25/16 15:00,75.09,859.4833236,36082,16702
3/25/16 16:00,77.73,851.9786458,0,34467
3/25/16 17:00,77.04,865.6315517,0,0
3/25/16 18:00,76.01,830.7710528,0,0
3/25/16 19:00,72.93,827.7091453,0,0
3/25/16 20:00,69.51,818.3685817,0,0
3/25/16 21:00,64.28,804.5829108,0,0
3/25/16 22:00,62,792.3280978,0,0
3/25/16 23:00,60.07,819.6653775,0,0
3/26/16 0:00,54.85,807.1965256,0,0
3/26/16 1:00,52.61,829.2312872,0,0
3/26/16 2:00,50.46,839.3323978,0,0
3/26/16 3:00,49.42,822.1570572,0,0
3/26/16 4:00,49.24,752.8468,0,0
3/26/16 5:00,48.27,755.0711417,0,0
3/26/16 6:00,46.44,752.8909011,0,0
3/26/16 7:00,45.3,764.3023217,0,0
3/26/16 8:00,46.13,745.4328653,0,0
3/26/16 9:00,47.24,746.5711706,0,0
3/26/16 10:00,48.24,749.8002981,0,0
3/26/16 11:00,50.37,721.0782894,0,0
3/26/16 12:00,52.4,752.3307861,0,0
3/26/16 13:00,54.5,759.4854469,0,0
3/26/16 14:00,55.51,742.9819897,0,0
3/26/16 15:00,56.54,812.2043772,0,0
3/26/16 16:00,59.17,781.3748469,0,0
3/26/16 17:00,59.09,804.0598575,0,0
3/26/16 18:00,58.88,788.1557486,0,0
3/26/16 19:00,57.91,813.3900325,0,0
3/26/16 20:00,56.57,746.4936228,0,0
3/26/16 21:00,55.02,772.9928464,0,0
3/26/16 22:00,52.51,746.7438178,0,0
3/26/16 23:00,50.43,742.2928236,0,0
3/27/16 0:00,50.25,710.7917197,0,0
3/27/16 1:00,49.18,735.7373658,0,0
3/27/16 2:00,49.97,758.0197406,0,0
3/27/16 3:00,49.18,740.1170964,0,0
3/27/16 4:00,49.97,765.8933561,0,0
3/27/16 5:00,49.18,740.2626019,0,0
3/27/16 6:00,48.4,776.9054417,223951,0
3/27/16 7:00,48.44,792.8271225,411496,0
3/27/16 8:00,48.44,809.7010653,112727,0
3/27/16 9:00,49.16,819.2251822,0,0
3/27/16 10:00,49.37,849.5589581,0,36676
3/27/16 11:00,51.15,830.5160553,0,6154
3/27/16 12:00,52.15,830.2345117,0,3234
3/27/16 13:00,52.37,843.3074442,0,65618
3/27/16 14:00,53.26,790.3255619,0,41918
3/27/16 16:00,54.09,823.6720064,0,0
3/27/16 17:00,54.23,781.7084464,0,0
3/27/16 18:00,53.3,794.0404981,0,0
3/27/16 19:00,53.13,791.5888303,0,0
3/27/16 20:00,52.35,808.70692,0,0
3/27/16 21:00,52.3,786.1391975,0,0
3/27/16 22:00,52.3,802.5697911,0,0
3/27/16 23:00,52.13,806.6989236,0,0
3/28/16 0:00,52.13,788.8282667,0,0
3/28/16 1:00,52.13,802.1236058,0,0
3/28/16 2:00,52.13,765.6472817,0,0
3/28/16 3:00,52.13,699.9048397,0,0
3/28/16 4:00,52.13,764.9259769,0,0
3/28/16 5:00,52.16,772.914335,0,0
3/28/16 6:00,52.13,777.7705442,0,0
3/28/16 7:00,52.13,756.4836078,207005,35098
3/28/16 8:00,53.77,793.3025294,0,62010
3/28/16 9:00,56.93,769.8772081,32342,105292
3/28/16 10:00,61.94,788.3919367,36367,37988
3/28/16 11:00,65.79,863.1422358,21627,31590
3/28/16 12:00,68.41,859.7059681,36828,50
3/28/16 13:00,70.37,856.3060325,0,165506
3/28/16 14:00,70.69,858.6248081,0,60660
3/28/16 15:00,73.9,866.5444211,0,57229
3/28/16 16:00,73.12,842.236305,0,44393
3/28/16 17:00,71.86,830.7372408,0,67221
3/28/16 18:00,69.83,855.4541094,0,0
3/28/16 19:00,66.83,818.8404744,0,0
3/28/16 20:00,62.75,810.5718847,0,0
3/28/16 21:00,59.79,824.9295403,0,0
3/28/16 22:00,56.95,786.5851414,0,0
3/28/16 23:00,54.25,815.8632569,36848,0
3/29/16 0:00,53.78,821.2736617,0,0
3/29/16 1:00,51.91,829.575605,0,0
3/29/16 2:00,50.82,808.0943003,0,0
3/29/16 3:00,49.53,802.2172783,0,0
3/29/16 4:00,46.45,817.9229314,0,0
3/29/16 5:00,46.63,825.3787542,0,0
3/29/16 6:00,43.21,706.3844153,0,0
3/29/16 7:00,44.07,737.15013,88448,73363
3/29/16 8:00,47.19,835.3357544,62432,74087
3/29/16 9:00,50.41,836.128035,114185,59861
3/29/16 10:00,54.02,861.2002272,14040,5616
3/29/16 11:00,56.19,845.6933825,53940,0
3/29/16 12:00,58.29,861.3918869,39778,69429
3/29/16 13:00,60.9,811.5876539,90797,3756
3/29/16 14:00,62.09,850.7759258,37095,71608
3/29/16 15:00,63.12,846.6564808,5731,4922
3/29/16 16:00,63.3,849.2257803,0,29512
3/29/16 17:00,64.87,828.9264878,0,0
3/29/16 18:00,63.87,803.6232639,0,0
3/29/16 19:00,60.84,813.5786364,0,0
3/29/16 20:00,54.42,794.0870908,0,0
3/29/16 21:00,51.83,828.9316911,0,0
3/29/16 22:00,49.67,824.0421969,0,0
3/29/16 23:00,46.59,825.679325,0,0
3/30/16 0:00,45.55,793.1218347,0,0
3/30/16 1:00,45.82,810.0756564,0,0
3/30/16 2:00,42.61,802.9303136,0,0
3/30/16 3:00,36.95,789.5068444,0,0
3/30/16 4:00,39.82,805.48233,0,0
3/30/16 5:00,37.91,808.3679786,0,0
3/30/16 6:00,35.87,802.4171331,0,0
3/30/16 7:00,34.92,818.4911011,107945,43688
3/30/16 8:00,39.69,811.7468892,56654,58325
3/30/16 9:00,47.91,790.448105,108717,37255
3/30/16 10:00,51.96,870.1821367,118027,49524
3/30/16 11:00,53.64,847.3958525,81514,38470
3/30/16 12:00,58,862.372715,9984,63316
3/30/16 13:00,60.18,851.7488078,38787,83448
3/30/16 14:00,61.29,856.7823272,0,67459
3/30/16 15:00,63.25,834.2049133,0,92030
3/30/16 16:00,65.2,829.6700856,0,94510
3/30/16 17:00,66.06,829.8975078,0,0
3/30/16 18:00,65,833.3925236,0,0
3/30/16 19:00,62,822.2286378,0,0
3/30/16 20:00,59.14,819.7771331,0,0
3/30/16 21:00,57.99,829.6403489,0,0
3/30/16 22:00,57.03,772.2495344,0,0
3/30/16 23:00,55.32,788.7468147,0,0
