Time,Temperature(F),Total Facility Power,Inbound(lbs),Onbound (lbs),Production,day,tod
3/28/16 13:00,70.37,856.3060325,0,165506,165506,Mon,13
3/28/16 14:00,70.69,858.6248081,0,60660,60660,Mon,14
3/28/16 15:00,73.9,866.5444211,0,57229,57229,Mon,15
3/28/16 16:00,73.12,842.236305,0,44393,44393,Mon,16
3/28/16 17:00,71.86,830.7372408,0,67221,67221,Mon,17
3/28/16 18:00,69.83,855.4541094,0,0,0,Mon,18
3/28/16 19:00,66.83,818.8404744,0,0,0,Mon,19
3/28/16 20:00,62.75,810.5718847,0,0,0,Mon,20
3/28/16 21:00,59.79,824.9295403,0,0,0,Mon,21
3/28/16 22:00,56.95,786.5851414,0,0,0,Mon,22
3/28/16 23:00,54.25,815.8632569,36848,0,36848,Mon,23
3/29/16 0:00,53.78,821.2736617,0,0,0,Tue,00
3/29/16 1:00,51.91,829.575605,0,0,0,Tue,01
3/29/16 2:00,50.82,808.0943003,0,0,0,Tue,02
3/29/16 3:00,49.53,802.2172783,0,0,0,Tue,03
3/29/16 4:00,46.45,817.9229314,0,0,0,Tue,04
3/29/16 5:00,46.63,825.3787542,0,0,0,Tue,05
3/29/16 6:00,43.21,706.3844153,0,0,0,Tue,06
3/29/16 7:00,44.07,737.15013,88448,73363,161811,Tue,07
3/29/16 8:00,47.19,835.3357544,62432,74087,136519,Tue,08
3/29/16 9:00,50.41,836.128035,114185,59861,174046,Tue,09
3/29/16 10:00,54.02,861.2002272,14040,5616,19656,Tue,10
3/29/16 11:00,56.19,845.6933825,53940,0,53940,Tue,11
3/29/16 12:00,58.29,861.3918869,39778,69429,109207,Tue,12
3/29/16 13:00,60.9,811.5876539,90797,3756,94553,Tue,13
3/29/16 14:00,62.09,850.7759258,37095,71608,108703,Tue,14
3/29/16 15:00,63.12,846.6564808,5731,4922,10653,Tue,15
3/29/16 16:00,63.3,849.2257803,0,29512,29512,Tue,16
3/29/16 17:00,64.87,828.9264878,0,0,0,Tue,17
3/29/16 18:00,63.87,803.6232639,0,0,0,Tue,18
3/29/16 19:00,60.84,813.5786364,0,0,0,Tue,19
3/29/16 20:00,54.42,794.0870908,0,0,0,Tue,20
3/29/16 21:00,51.83,828.9316911,0,0,0,Tue,21
3/29/16 22:00,49.67,824.0421969,0,0,0,Tue,22
3/29/16 23:00,46.59,825.679325,0,0,0,Tue,23
3/30/16 0:00,45.55,793.1218347,0,0,0,Wed,00
3/30/16 1:00,45.82,810.0756564,0,0,0,Wed,01
3/30/16 2:00,42.61,802.9303136,0,0,0,Wed,02
3/30/16 3:00,36.95,789.5068444,0,0,0,Wed,03
3/30/16 4:00,39.82,805.48233,0,0,0,Wed,04
3/30/16 5:00,37.91,808.3679786,0,0,0,Wed,05
3/30/16 6:00,35.87,802.4171331,0,0,0,Wed,06
3/30/16 7:00,34.92,818.4911011,107945,43688,151633,Wed,07
3/30/16 8:00,39.69,811.7468892,56654,58325,114979,Wed,08
3/30/16 9:00,47.91,790.448105,108717,37255,145972,Wed,09
3/30/16 10:00,51.96,870.1821367,118027,49524,167551,Wed,10
3/30/16 11:00,53.64,847.3958525,81514,38470,119984,Wed,11
3/30/16 12:00,58,862.372715,9984,63316,73300,Wed,12
3/30/16 13:00,60.18,851.7488078,38787,83448,122235,Wed,13
3/30/16 14:00,61.29,856.7823272,0,67459,67459,Wed,14
3/30/16 15:00,63.25,834.2049133,0,92030,92030,Wed,15
3/30/16 16:00,65.2,829.6700856,0,94510,94510,Wed,16
3/30/16 17:00,66.06,829.8975078,0,0,0,Wed,17
3/30/16 18:00,65,833.3925236,0,0,0,Wed,18
3/30/16 19:00,62,822.2286378,0,0,0,Wed,19
3/30/16 20:00,59.14,819.7771331,0,0,0,Wed,20
3/30/16 21:00,57.99,829.6403489,0,0,0,Wed,21
3/30/16 22:00,57.03,772.2495344,0,0,0,Wed,22
3/30/16 23:00,55.32,788.7468147,0,0,0,Wed,23
