kw,time,temp,in,out,day,tod
1316.7,3/29/16 3:00,54.75,0,0,Tue,03
1253.7,3/29/16 4:00,54.19,0,0,Tue,04
1234.8,3/29/16 5:00,53.75,0,0,Tue,05
1077.3,3/29/16 6:00,52.75,0,0,Tue,06
1234.8,3/29/16 7:00,51.41,0,0,Tue,07
1398.6,3/29/16 8:00,51.56,0,177092,Tue,08
1423.8,3/29/16 9:00,52.7,0,55440,Tue,09
1625.4,3/29/16 10:00,54.12,0,179524,Tue,10
1575,3/29/16 11:00,55.54,0,0,Tue,11
1688.4,3/29/16 12:00,57.12,0,117070,Tue,12
1669.5,3/29/16 13:00,58.51,5,60022,Tue,13
1650.6,3/29/16 14:00,58.96,0,60022,Tue,14
1688.4,3/29/16 15:00,60.51,0,0,Tue,15
1707.3,3/29/16 16:00,61.51,2,0,Tue,16
1606.5,3/29/16 17:00,59.6,2,0,Tue,17
1663.2,3/29/16 18:00,58.42,0,0,Tue,18
1713.6,3/29/16 19:00,56.42,0,0,Tue,19
1782.9,3/29/16 20:00,54.89,2,0,Tue,20
1745.1,3/29/16 21:00,54.16,0,0,Tue,21
1726.2,3/29/16 22:00,52.2,0,0,Tue,22
1694.7,3/29/16 23:00,52.34,0,0,Tue,23
1682.1,3/30/16 0:00,53,0,0,Wed,00
1638,3/30/16 1:00,51.32,0,0,Wed,01
1562.4,3/30/16 2:00,49.81,0,0,Wed,02
1323,3/30/16 3:00,48.54,0,0,Wed,03
1493.1,3/30/16 4:00,47.78,0,0,Wed,04
1543.5,3/30/16 5:00,49.46,0,0,Wed,05
1675.8,3/30/16 6:00,49.91,0,0,Wed,06
1562.4,3/30/16 7:00,49.33,0,0,Wed,07
1638,3/30/16 8:00,50.86,2,112990,Wed,08
1530.9,3/30/16 9:00,51.14,0,60022,Wed,09
1694.7,3/30/16 10:00,51.42,6,119000,Wed,10
1644.3,3/30/16 11:00,51.82,0,59520,Wed,11
1751.4,3/30/16 12:00,53.52,0,120044,Wed,12
1801.8,3/30/16 13:00,54.49,5,230234,Wed,13
1795.5,3/30/16 14:00,56.63,0,0,Wed,14
1801.8,3/30/16 15:00,57.77,3,0,Wed,15
1852.2,3/30/16 16:00,60.95,0,0,Wed,16
2016,3/30/16 17:00,60.84,2,0,Wed,17
2028.6,3/30/16 18:00,60.75,0,0,Wed,18
2097.9,3/30/16 19:00,58.75,4,0,Wed,19
2085.3,3/30/16 20:00,55.75,2,0,Wed,20
2091.6,3/30/16 21:00,55,0,0,Wed,21
2034.9,3/30/16 22:00,55.51,0,0,Wed,22
2016,3/30/16 23:00,54.75,0,0,Wed,23
1776.6,3/31/16 0:00,54.75,0,0,Thu,00
1770.3,3/31/16 1:00,55.51,0,0,Thu,01
1707.3,3/31/16 2:00,55.75,0,0,Thu,02
1713.6,3/31/16 3:00,56.25,0,0,Thu,03
1719.9,3/31/16 4:00,57.51,0,0,Thu,04
1669.5,3/31/16 5:00,55.51,0,0,Thu,05
1701,3/31/16 6:00,56.75,0,0,Thu,06
1638,3/31/16 7:00,57.51,0,0,Thu,07
1675.8,3/31/16 8:00,59.84,0,0,Thu,08
1713.6,3/31/16 9:00,63.2,0,0,Thu,09
1745.1,3/31/16 10:00,66.73,9,0,Thu,10
1858.5,3/31/16 11:00,69.48,0,0,Thu,11
1997.1,3/31/16 12:00,71.73,2,0,Thu,12
1978.2,3/31/16 13:00,72.45,2,0,Thu,13
1940.4,3/31/16 14:00,73.4,0,0,Thu,14
1934.1,3/31/16 15:00,75.75,0,0,Thu,15
1997.1,3/31/16 16:00,73.84,4,0,Thu,16
2009.7,3/31/16 17:00,73.59,2,0,Thu,17
2028.6,3/31/16 18:00,72.2,0,0,Thu,18
2242.8,3/31/16 19:00,73,4,0,Thu,19
2167.2,3/31/16 20:00,72,6,0,Thu,20
2318.4,3/31/16 21:00,70.75,0,0,Thu,21
2274.3,3/31/16 22:00,70,0,0,Thu,22
2236.5,3/31/16 23:00,70,0,0,Thu,23
